"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000198624",2020.04495478061,2.81410138435384,0.240634293348504,11.6945151299705,1.35961506118583e-31,1.02956850508297e-28,"CCDC69"
"ENSG00000123562",5008.55293511073,1.0045453235593,0.0890150093829379,11.2851229306487,1.55424145134625e-29,1.12090413241138e-26,"MORF4L2"
"ENSG00000144369",1283.77979687001,-1.30900413721808,0.117148631900416,-11.1738747263461,5.4739737574782e-29,3.76833329804578e-26,"FAM171B"
"ENSG00000196517",241.91536257078,-2.34568773034067,0.210473662850044,-11.1448040509082,7.59112008235958e-29,4.99858754988417e-26,"SLC6A9"
"ENSG00000135821",19973.4000047829,3.04139431932712,0.276017955970145,11.0188277738572,3.10070623389806e-28,1.95667482968276e-25,"GLUL"
"ENSG00000164647",1885.61489540935,1.54719062113167,0.142632015152421,10.8474287450703,2.05114410971615e-27,1.24258310166604e-24,"STEAP1"
"ENSG00000157150",194.419230565533,2.90878364671798,0.26851081160558,10.8330224370657,2.40096952320842e-27,1.3985647472689e-24,"TIMP4"
"ENSG00000276600",308.766133363223,-1.76082839668027,0.162985378553779,-10.8035973061182,3.30976813430389e-27,1.85653475533453e-24,"RAB7B"
"ENSG00000163697",2417.25697073947,0.917524262526063,0.0859611360954419,10.6737102858592,1.35120796933423e-26,7.30858739127391e-24,"APBB2"
"ENSG00000116285",3268.63191573428,2.44021983043098,0.229406360355791,10.637106253926,2.00252150179172e-26,1.04579959119433e-23,"ERRFI1"
"ENSG00000181467",614.694820343917,-1.26188921164387,0.118695700126826,-10.6312967554473,2.13128174665814e-26,1.07594206843792e-23,"RAP2B"
"ENSG00000183044",534.268135899311,1.00628636891544,0.0950895908873383,10.5825081328585,3.59211467735064e-26,1.7549218318863e-23,"ABAT"
"ENSG00000162692",501.804184764929,-3.53333473074742,0.33435835594121,-10.5675083872247,4.21545537429194e-26,1.99509598886411e-23,"VCAM1"
"ENSG00000163884",574.142864572114,4.53724566859663,0.431748522861205,10.5090010233926,7.85208640078064e-26,3.60363177393402e-23,"KLF15"
"ENSG00000273259",2004.06797116422,3.36549839921695,0.323466711931181,10.4044659777324,2.36578827408995e-25,1.05381951209095e-22,NA
"ENSG00000110756",990.645486606917,1.49026598111578,0.147018214848884,10.136607784604,3.80069009637909e-24,1.64461290027604e-21,"HPS5"
"ENSG00000119138",1717.46623459215,2.1278755378679,0.211779275958819,10.0476098439475,9.41225857250466e-24,3.95968489112731e-21,"KLF9"
"ENSG00000077684",1762.18309743193,1.18958326792683,0.118691652250111,10.0224678431479,1.2143230641867e-23,4.97051967759663e-21,"JADE1"
"ENSG00000103502",3348.30312527958,0.839753280171523,0.0839103821903433,10.0077399035869,1.40935370011548e-23,5.61701626006549e-21,"CDIPT"
"ENSG00000166482",27413.4128904298,-0.949287568922098,0.095347414985219,-9.9560913011565,2.37205922024341e-23,9.21149663861192e-21,"MFAP4"
"ENSG00000185950",2275.98209759502,2.16650967707574,0.21997182711351,9.84903251250344,6.92069371741244e-23,2.62034765875528e-20,"IRS2"
"ENSG00000165995",513.109573436338,3.00661382913942,0.305925153417678,9.82793927060489,8.53472690507217e-23,3.15264485310532e-20,"CACNB2"
"ENSG00000103196",3096.15933899728,2.62603420335245,0.267470544930133,9.81803138001011,9.41644065436716e-23,3.39552365977121e-20,"CRISPLD2"
"ENSG00000211445",12537.1799334237,3.7701828693071,0.385630163156208,9.7766804298965,1.41784625328992e-22,4.99378639676183e-20,"GPX3"
"ENSG00000157510",502.245335458258,1.82248106240125,0.188076126247709,9.69012441271215,3.32123847652602e-22,1.14318538015879e-19,"AFAP1L1"
"ENSG00000197043",14235.8891385396,0.954687000916644,0.0993535823447688,9.6089841793904,7.32682279021295e-22,2.41227676429946e-19,"ANXA6"
"ENSG00000221869",1996.6227385359,1.51593635980909,0.157725271628081,9.61124583372849,7.16764185744525e-22,2.41227676429946e-19,"CEBPD"
"ENSG00000139289",2896.74376144142,-1.07092614947875,0.112128921986785,-9.55084674411619,1.2864052664736e-21,4.14523569377505e-19,"PHLDA1"
"ENSG00000131389",738.395170724894,-1.96399622611386,0.205869628667721,-9.53999984759189,1.42832524761347e-21,4.50666372398042e-19,"SLC6A6"
"ENSG00000158246",70.9156124341666,2.34457248798795,0.246715796123635,9.50313082836833,2.03672776401807e-21,6.29515142572522e-19,"FAM46B"
"ENSG00000145777",152.344620594276,-2.71541754587152,0.288503128555667,-9.41209046662927,4.86365826041065e-21,1.47320208707839e-18,"TSLP"
"ENSG00000181061",2495.79383552303,1.26971866275926,0.135468328424586,9.37280822407212,7.06278770168713e-21,2.09737097533434e-18,"HIGD1A"
"ENSG00000157214",3042.42442776058,1.99782070002371,0.213890144513971,9.34040558326528,9.59657959588906e-21,2.79500380730269e-18,"STEAP2"
"ENSG00000108821",102624.279264829,-1.27736598509061,0.137384692034572,-9.29773154616943,1.43473949887691e-20,4.02391290935014e-18,"COL1A1"
"ENSG00000151726",1467.32301351221,1.57907014875436,0.169811394266279,9.29896462824066,1.4181992931083e-20,4.02391290935014e-18,"ACSL1"
"ENSG00000124766",1291.40790053461,-2.33654878399862,0.251630061493869,-9.28565041127071,1.60722512815131e-20,4.42571355742756e-18,"SOX4"
"ENSG00000141401",619.513260387526,2.19485418360676,0.237408094364114,9.24506887385439,2.35089257578718e-20,6.35790501076729e-18,"IMPA2"
"ENSG00000003402",3368.72335143759,1.16249955008498,0.126122439896528,9.21723010622617,3.04873787383211e-20,7.8593561749772e-18,"CFLAR"
"ENSG00000112837",2671.19815511368,-1.63666383201907,0.177535574530158,-9.21879367755134,3.00461316320209e-20,7.8593561749772e-18,"TBX18"
"ENSG00000157514",2226.72449000203,3.34428297469443,0.362847481250102,9.21677329320994,3.06174984697032e-20,7.8593561749772e-18,"TSC22D3"
"ENSG00000169715",553.702542171806,2.16215512840955,0.235815109493224,9.16885747082156,4.78058821094917e-20,1.18691817139058e-17,"MT1E"
"ENSG00000196975",4931.1015623731,1.12894750999333,0.123110301964486,9.17021152558784,4.72091763589933e-20,1.18691817139058e-17,"ANXA4"
"ENSG00000128923",1481.50742728071,1.05791485275872,0.116142320966588,9.10878002053243,8.33135134577618e-20,2.03513413115775e-17,"MINDY2"
"ENSG00000143320",1513.74032144022,-1.70763401563628,0.187609511863928,-9.10206523470308,8.86301746871434e-20,2.13064126291553e-17,"CRABP2"
"ENSG00000177283",147.951649785997,2.4651788992352,0.272263380413465,9.05439025803441,1.37332901502885e-19,3.24985436447062e-17,"FZD8"
"ENSG00000164484",814.401987519494,-1.18488989788323,0.130895716018242,-9.05216712912211,1.40158570261625e-19,3.26569468709586e-17,"TMEM200A"
"ENSG00000157613",2823.8992896954,-0.967541096752941,0.107808249887197,-8.97464802336845,2.84259180835568e-19,6.5228868087192e-17,"CREB3L1"
"ENSG00000072958",2239.04534337653,1.10184715546394,0.1232394266198,8.94070335837567,3.86701134155032e-19,8.74117712951934e-17,"AP1M1"
"ENSG00000019995",2150.37632011757,0.983999268221181,0.111167111344814,8.85153222313252,8.63258413928625e-19,1.9226542174925e-16,"ZRANB1"
"ENSG00000012048",241.117643587367,-1.40352742335579,0.158893365112176,-8.83314053022241,1.01777025343088e-18,2.23393195481315e-16,"BRCA1"
"ENSG00000154734",29872.9878556811,2.18781090856898,0.248577138462816,8.8013359639517,1.3519694830799e-18,2.92508254589215e-16,"ADAMTS1"
"ENSG00000185432",3844.86229573871,2.27103730440435,0.259706998619893,8.74461341616842,2.23780498179832e-18,4.77345865483599e-16,"METTL7A"
"ENSG00000159884",556.366128273062,1.06266588913801,0.121870817148418,8.71960912384682,2.79163824974609e-18,5.87213351283397e-16,"CCDC107"
"ENSG00000163513",13345.3548115132,1.47090203979811,0.16875358437875,8.71627139188235,2.87513648441848e-18,5.96492356938601e-16,"TGFBR2"
"ENSG00000139132",1181.85578266924,2.05688309768939,0.236535588526638,8.69587156208315,3.44177591117543e-18,7.0440129965881e-16,"FGD4"
"ENSG00000196136",739.309178654879,3.1963074736077,0.370210744612411,8.6337512352702,5.93720463596475e-18,1.19891952282248e-15,"SERPINA3"
"ENSG00000172986",767.400836637411,-1.64194435320163,0.190239803292959,-8.63091910725501,6.08609169335616e-18,1.21281393020894e-15,"GXYLT2"
"ENSG00000183160",2936.72405730511,-1.17321055964281,0.136033880240444,-8.62439972725271,6.44297046117599e-18,1.26725698226637e-15,"TMEM119"
"ENSG00000103485",876.983547374098,-1.12050846314556,0.130413296362066,-8.59198022289614,8.54831054946879e-18,1.65979696502186e-15,"QPRT"
"ENSG00000173838",68.6105850526452,3.42349509217422,0.399943746316813,8.55994155103585,1.1292475687272e-17,2.1648676491612e-15,"MARCH10"
"ENSG00000169738",602.04981640171,1.96040513507749,0.230200228841999,8.51608682119529,1.65035124503371e-17,3.12432120075444e-15,"DCXR"
"ENSG00000197321",9110.11696451622,-0.699698198872933,0.0822321278235962,-8.50881787193834,1.75715593343123e-17,3.28544772985383e-15,"SVIL"
"ENSG00000146592",694.975972522806,-2.0498113100369,0.241239022545699,-8.49701382639535,1.94530272746781e-17,3.59287924481707e-15,"CREB5"
"ENSG00000099860",373.609719689536,1.41592439839579,0.167704259704206,8.44298410125763,3.09337190020938e-17,5.64447197935795e-15,"GADD45B"
"ENSG00000128311",323.623146252674,1.34158940745348,0.159010398546742,8.43711744461233,3.25259594982826e-17,5.86435305477964e-15,"TST"
"ENSG00000134253",144.951068185965,-1.98700571939163,0.235867466692688,-8.42424666382878,3.63078666582418e-17,6.46920753575379e-15,"TRIM45"
"ENSG00000253368",1051.87338068471,1.99298365819333,0.236818150278587,8.4156710786265,3.90652019672871e-17,6.87956376505306e-15,"TRNP1"
"ENSG00000134243",5569.87422804189,2.21273109333576,0.263715448078884,8.39060096575714,4.8366335184881e-17,8.41963386637957e-15,"SORT1"
"ENSG00000162616",1478.62500195149,1.36934250607851,0.163262423330718,8.38737094637297,4.97134439670922e-17,8.55579669183649e-15,"DNAJB4"
"ENSG00000150907",688.476650962791,2.30496442388122,0.27635095039428,8.34071466225334,7.3842882440139e-17,1.25657354444484e-14,"FOXO1"
"ENSG00000167549",2012.78985108593,2.38044046101997,0.287112193349437,8.29097654561401,1.12322434070766e-16,1.89013696000194e-14,"CORO6"
"ENSG00000137076",20054.8384767669,0.638116630872097,0.0770161139830293,8.28549504604592,1.17618806797515e-16,1.95751299884435e-14,"TLN1"
"ENSG00000132970",1317.16857123589,1.08140845100658,0.130730540411014,8.27204146488381,1.316844862074e-16,2.16778428653377e-14,"WASF3"
"ENSG00000133142",3090.51775861329,1.47987220298306,0.179407703343081,8.24865474228327,1.60187498449853e-16,2.60864480002475e-14,"TCEAL4"
"ENSG00000148120",677.473392933758,1.23763748703479,0.150979302547632,8.19739835958201,2.45645351848253e-16,3.9161040565703e-14,"C9orf3"
"ENSG00000163491",152.333491281033,-2.07305359103875,0.252883641350438,-8.19765794247633,2.45115643046511e-16,3.9161040565703e-14,"NEK10"
"ENSG00000183722",3035.76768508864,0.709162956566951,0.0867529407819207,8.17451201279323,2.97065731264786e-16,4.68652135417207e-14,"LHFPL6"
"ENSG00000103064",1735.71982860339,1.37532680433612,0.168769287538621,8.14915334652574,3.66480987701953e-16,5.72201500901658e-14,"SLC7A6"
"ENSG00000162704",2647.51641081926,0.896589539873543,0.11046644687308,8.1163970169483,4.80227870655793e-16,7.36550553097655e-14,"ARPC5"
"ENSG00000179593",68.3800745222305,8.90550233947416,1.09726597228736,8.11608357899749,4.81469163134155e-16,7.36550553097655e-14,"ALOX15B"
"ENSG00000143891",522.025378125847,-1.13399619834378,0.140282451963786,-8.08366393992397,6.28493715538043e-16,9.51853732182366e-14,"GALM"
"ENSG00000163110",1307.00957672327,1.48535581378263,0.184070106223572,8.06951136312439,7.05800652917098e-16,1.05835157311183e-13,"PDLIM5"
"ENSG00000102804",5382.05257204899,1.15093410882361,0.142663239291309,8.06748896590997,7.17586884809998e-16,1.0654758206321e-13,"TSC22D1"
"ENSG00000127824",250.256189339771,-1.69363993720829,0.210245004365538,-8.05555376841999,7.9119779376254e-16,1.16336801811006e-13,"TUBA4A"
"ENSG00000125503",2642.92992334253,0.6799743299046,0.0848746793235247,8.01150985575661,1.13308652782159e-15,1.65005725614019e-13,"PPP1R12C"
"ENSG00000138078",1711.69454421181,-0.721079630640064,0.0901097543810758,-8.00223722273845,1.22178712006586e-15,1.76228246984738e-13,"PREPL"
"ENSG00000101342",53.7031368272962,4.13426779244229,0.517090844348378,7.99524462215564,1.29316854703278e-15,1.84764506083127e-13,"TLDC2"
"ENSG00000112576",646.673183511032,1.08122142303048,0.135302008285761,7.99117054306327,1.33663500411118e-15,1.89190066703401e-13,"CCND3"
"ENSG00000104756",1773.42785790779,0.750040278372762,0.0939288834762348,7.98519316544982,1.40302429920778e-15,1.96748176032425e-13,"KCTD9"
"ENSG00000105516",103.555045793919,-1.6332025615575,0.205103830971799,-7.96280866046848,1.68177420738171e-15,2.33674040099046e-13,"DBP"
"ENSG00000198431",22550.132525209,1.47807414050153,0.186257459651699,7.93565070234249,2.09394561229903e-15,2.8829823907517e-13,"TXNRD1"
"ENSG00000118689",5353.974568445,1.27540191485898,0.160751402189072,7.93400180334903,2.12195013490285e-15,2.89521935073007e-13,"FOXO3"
"ENSG00000130066",4094.02815137334,1.31953749489707,0.166821439920945,7.90987954259586,2.57638061595953e-15,3.45303402023956e-13,"SAT1"
"ENSG00000149218",2046.64979798996,1.97365489503279,0.249509172503764,7.91014965593307,2.5707966118101e-15,3.45303402023956e-13,"ENDOD1"
"ENSG00000138316",788.996860846473,-2.41081460770064,0.305191599723837,-7.89934785191386,2.80366435520768e-15,3.72469268944038e-13,"ADAMTS14"
"ENSG00000161647",159.566408849098,1.74649175912593,0.222332228404504,7.85532431199502,3.98739049911897e-15,5.25121992253538e-13,"MPP3"
"ENSG00000162426",171.56402069617,1.41510822324751,0.180845986294472,7.82493574915888,5.07916253360747e-15,6.63137211823148e-13,"SLC45A1"
"ENSG00000179820",5333.81269432854,1.44810988056992,0.185973784603328,7.78663446387705,6.88176766135579e-15,8.90806591719945e-13,"MYADM"
"ENSG00000119139",5612.32457620331,1.9908828429621,0.256147054046059,7.77242139432967,7.69997887945708e-15,9.88272712960827e-13,"TJP2"
"ENSG00000136999",446.971397273606,-2.60283138452495,0.336934702746024,-7.72503207093786,1.1182518544984e-14,1.42318691902338e-12,"NOV"
"ENSG00000146250",313.821137829102,-2.69619726269475,0.34973280811736,-7.7093060762832,1.26503687070011e-14,1.59658195056276e-12,"PRSS35"
"ENSG00000152332",3008.20914259827,0.671891951669744,0.0874973378176322,7.67899879502787,1.60336743891841e-14,2.00685949276193e-12,"UHMK1"
"ENSG00000112773",525.998125166656,-1.22092415295821,0.159116809053695,-7.67313120605753,1.67847640226963e-14,2.08364959937488e-12,"FAM46A"
"ENSG00000140545",9643.89243351853,1.18720743184527,0.155028139136996,7.65801252891359,1.88832469265512e-14,2.32509572928958e-12,"MFGE8"
"ENSG00000136478",3731.86033954668,1.50655966469971,0.197423127194148,7.6311204574231,2.32722098861538e-14,2.84240015101452e-12,"TEX2"
"ENSG00000049323",20410.0860039713,0.715134067394559,0.0938836017859727,7.61724149681493,2.59154210107503e-14,3.13991240966251e-12,"LTBP1"
"ENSG00000122966",304.385980392181,-1.63486753393722,0.214733452557756,-7.61347388804033,2.66825253918659e-14,3.20719719888737e-12,"CIT"
"ENSG00000132356",2379.48217418789,0.743612622373498,0.0977592792212166,7.60656817743919,2.81469779332152e-14,3.35658252597279e-12,"PRKAA1"
"ENSG00000077254",2760.44083059498,0.807688182504276,0.106911629571714,7.55472707449938,4.19739071804201e-14,4.9663658144333e-12,"USP33"
"ENSG00000168234",600.327691176793,0.85760212925409,0.113596083687214,7.54957478653481,4.3668158229593e-14,5.12677718129601e-12,"TTC39C"
"ENSG00000113456",1042.060350359,0.795063831694827,0.105730300580714,7.51973490407206,5.48874186361184e-14,6.39438427110779e-12,"RAD1"
"ENSG00000157110",3434.9371292854,0.81496446701128,0.108466338652226,7.51352426142352,5.75564702100687e-14,6.65414306359917e-12,"RBPMS"
"ENSG00000126016",404.398400122558,-2.49800512613264,0.332794446811284,-7.50615026803367,6.08915173158659e-14,6.9863790132484e-12,"AMOT"
"ENSG00000170214",201.751000183794,3.6767992014497,0.492270269421775,7.46906614077771,8.07659386246682e-14,9.19699353737293e-12,"ADRA1B"
"ENSG00000169744",723.01402678599,-1.33060601513323,0.17867950018291,-7.4468868212141,9.55685373493476e-14,1.0801384314596e-11,"LDB2"
"ENSG00000131871",812.424686783872,0.674894965659885,0.0907997237982544,7.43278654855181,1.06333419176276e-13,1.19290343216645e-11,"SELENOS"
"ENSG00000147119",456.95140071251,1.57288249129369,0.211880047617477,7.4234573239918,1.14101944635932e-13,1.27064261140529e-11,"CHST7"
"ENSG00000148848",1381.85270141484,-1.86991355434208,0.252187565416269,-7.41477301331465,1.21833288252788e-13,1.34683587634195e-11,"ADAM12"
"ENSG00000020577",3148.94122875977,1.2122308308622,0.164178823874268,7.38360040750779,1.54065380297839e-13,1.69081172797882e-11,"SAMD4A"
"ENSG00000196932",76.8390518792512,-2.00129274953871,0.271111883321668,-7.38179649308923,1.56167776608467e-13,1.70155465952175e-11,"TMEM26"
"ENSG00000138074",455.640505436127,1.16383966626,0.158001408422491,7.36600817600263,1.75813044295501e-13,1.90192039703955e-11,"SLC5A6"
"ENSG00000146006",70.6309989496603,-4.00377670164842,0.544229404859879,-7.35678128725745,1.88397648154802e-13,2.00935378965104e-11,"LRRTM2"
"ENSG00000174306",3453.200286637,1.10706654811767,0.150468513441288,7.35746318481204,1.87438077041214e-13,2.00935378965104e-11,"ZHX3"
"ENSG00000042286",599.809958530685,0.713437641124002,0.097229773167383,7.33764584532975,2.17383463096001e-13,2.30228849551674e-11,"AIFM2"
"ENSG00000164105",538.355706819132,1.20854583724487,0.165276993564139,7.31224480300019,2.62715912165084e-13,2.76307811787514e-11,"SAP30"
"ENSG00000067369",2102.96945349668,-0.714245802530668,0.0977645060297461,-7.30577825773855,2.75666463036566e-13,2.87928867771641e-11,"TP53BP1"
"ENSG00000116132",5567.24077353662,-0.75868815370218,0.104311304282368,-7.27330713503906,3.50791501757154e-13,3.63886116035075e-11,"PRRX1"
"ENSG00000277443",5819.2400512788,-1.230130875227,0.169724134215073,-7.24782530732011,4.23516351545077e-13,4.36337084636067e-11,"MARCKS"
"ENSG00000087448",1029.52932093845,1.03300404765287,0.142716666889362,7.23814583235527,4.5486020944164e-13,4.654633697293e-11,"KLHL42"
"ENSG00000114270",1600.16543561964,1.28744596325467,0.178157141094807,7.22646285937845,4.95736121244742e-13,5.03887486996753e-11,"COL7A1"
"ENSG00000134318",4532.90173037411,0.782466577827199,0.108311293502381,7.22423814290423,5.03918843350984e-13,5.0879005883671e-11,"ROCK2"
"ENSG00000108960",1740.19798309104,1.65434310070975,0.230198797074912,7.18658447277371,6.64321954046794e-13,6.66301721459516e-11,"MMD"
"ENSG00000165802",1607.02123231608,0.9734059769027,0.136293225232157,7.1419982559268,9.19837661474865e-13,9.16509301515581e-11,"NSMF"
"ENSG00000233608",4677.10119351861,0.731218228478188,0.102654520076457,7.12309821266107,1.05527566512976e-12,1.04458496394707e-10,"TWIST2"
"ENSG00000155962",399.773301149283,-1.12228679050796,0.157707436296939,-7.11625790679177,1.10896697958591e-12,1.0906042146642e-10,"CLIC2"
"ENSG00000172465",451.847687171403,1.01171835579185,0.142930414869445,7.07839795131059,1.45830451829589e-12,1.42490464061879e-10,"TCEAL1"
"ENSG00000170365",440.567510182441,-1.01000993125502,0.142842305916527,-7.07080388246631,1.54038712045961e-12,1.49545916277954e-10,"SMAD1"
"ENSG00000188215",583.091058388238,0.683817650198266,0.0967307815737123,7.06928693300357,1.55731843455026e-12,1.50226673192762e-10,"DCUN1D3"
"ENSG00000143344",1081.29606808733,-1.06616719613536,0.151260971725176,-7.04852801073145,1.80820354865968e-12,1.7332432116741e-10,"RGL1"
"ENSG00000125848",184.725551712782,-2.47079665042759,0.351190699500683,-7.0354842936915,1.98570085553775e-12,1.89141128661127e-10,"FLRT3"
"ENSG00000183508",90.3052529349409,-2.50680827891419,0.356642667783396,-7.02890737806134,2.08157092547835e-12,1.9703369791481e-10,"FAM46C"
"ENSG00000171793",696.230481492342,1.63272253843744,0.232548912475658,7.02098548239112,2.20308748466845e-12,2.07240745063998e-10,"CTPS1"
"ENSG00000099204",852.738214777329,1.43267728472704,0.204555786042516,7.00384629760247,2.4902930918853e-12,2.32811659732117e-10,"ABLIM1"
"ENSG00000157152",39.3407229279849,2.76161007495718,0.394498569180281,7.00030441351274,2.55406954444353e-12,2.37309099696916e-10,"SYN2"
"ENSG00000084090",3687.6065632505,1.22208526224923,0.174603180337498,6.99921536301348,2.57399940432207e-12,2.37702566941816e-10,"STARD7"
"ENSG00000185813",542.652954959198,1.06734861242864,0.15257335591562,6.99564223401453,2.64046550580563e-12,2.42362727790462e-10,"PCYT2"
"ENSG00000108604",2187.2675915473,1.29453188966148,0.185089308414425,6.99409328799778,2.66979875824406e-12,2.43578928877146e-10,"SMARCD2"
"ENSG00000177674",764.474981069582,1.13597797847334,0.162660484067202,6.98373661548938,2.87430704132459e-12,2.60666946951263e-10,"AGTRAP"
"ENSG00000093167",2143.3476076315,0.693337107596,0.0994380764112127,6.97255148750865,3.11243691351291e-12,2.80582482471149e-10,"LRRFIP2"
"ENSG00000173517",8182.69575723465,1.01731428610773,0.145958469877503,6.96988867423397,3.17191882772878e-12,2.84252725715694e-10,"PEAK1"
"ENSG00000108830",207.111531735843,-2.14987147170004,0.30877965589737,-6.96247771069022,3.34339509141215e-12,2.97857168584924e-10,"RND2"
"ENSG00000182197",5315.48796069254,-0.800350624708904,0.114965793727071,-6.96164136098553,3.3633083587548e-12,2.97878977154043e-10,"EXT1"
"ENSG00000143878",3361.81675955872,1.2144771829723,0.17461785664594,6.95505721064261,3.52418989904472e-12,3.1031311640135e-10,"RHOB"
"ENSG00000173221",1867.42208938398,1.05618667150213,0.152013029652074,6.94800093070652,3.70498560935381e-12,3.2434686158187e-10,"GLRX"
"ENSG00000071282",4091.27993782563,1.59568942548406,0.2299720704799,6.93862268646019,3.95941055722183e-12,3.44628005109912e-10,"LMCD1"
"ENSG00000145685",2024.86056126334,-1.17063317932953,0.168795608395492,-6.93521111394504,4.05614968076558e-12,3.51030782372541e-10,"LHFPL2"
"ENSG00000105835",2566.88138382778,0.982053364120343,0.141906136097512,6.92044326712915,4.50232603205115e-12,3.87430271337583e-10,"NAMPT"
"ENSG00000136997",749.941478614152,0.863800275997751,0.125431865158007,6.88660951433369,5.71377777589584e-12,4.88899233988376e-10,"MYC"
"ENSG00000137801",94530.9109438694,1.86692408731962,0.271591516799442,6.87401473109434,6.24197580334701e-12,5.31093952481407e-10,"THBS1"
"ENSG00000137767",2380.7661405682,1.01730793062738,0.148292176879734,6.86015912661678,6.87838853801149e-12,5.81973153118346e-10,"SQOR"
"ENSG00000205208",599.124719980782,-1.36453430298971,0.199120967508934,-6.85279064309732,7.24230409285696e-12,6.09359419368437e-10,"C4orf46"
"ENSG00000163083",425.114876638656,3.66803116890166,0.53533248608429,6.85187479603867,7.28883392343594e-12,6.09886131328383e-10,"INHBB"
"ENSG00000165996",290.653293553978,1.06197712577245,0.155519923769228,6.82855996861402,8.57712156337445e-12,7.13739044380802e-10,"HACD1"
"ENSG00000196569",18064.3664300771,2.0636520733146,0.302400603115696,6.82423266373269,8.83965197458906e-12,7.31565733088259e-10,"LAMA2"
"ENSG00000114098",986.026224073992,1.03515676232566,0.151752715979165,6.82133927980427,9.01956403359966e-12,7.42398354830799e-10,"ARMC8"
"ENSG00000103381",788.647566819423,0.97622534406176,0.143186956424503,6.81783710219781,9.24213509337012e-12,7.5660614048157e-10,"CPPED1"
"ENSG00000100242",3905.31285956984,1.7021146409216,0.252005580792967,6.75427359809129,1.43552635656731e-11,1.16887347689312e-09,"SUN2"
"ENSG00000159840",9428.64662486812,0.7128359939622,0.105562794886816,6.75271997796666,1.45098823433981e-11,1.17514528390783e-09,"ZYX"
"ENSG00000114853",2770.85195738263,0.732052662683339,0.108560267741412,6.74328350430259,1.54846640990633e-11,1.24742147755486e-09,"ZBTB47"
"ENSG00000068831",92.8018949080218,1.73619452383119,0.257623331639429,6.73927517660233,1.59178686694915e-11,1.27553503174311e-09,"RASGRP2"
"ENSG00000189184",6553.75163027371,-0.900224374098818,0.133915108853491,-6.72235106110175,1.78815483432991e-11,1.42534762978561e-09,"PCDH18"
"ENSG00000136877",1049.71923068896,0.685113799516184,0.102061658089079,6.71274416214382,1.90997828533018e-11,1.51448278174480e-09,"FPGS"
"ENSG00000106615",2235.48854826141,0.999193833795608,0.149038199884431,6.70428007430589,2.02401732612116e-11,1.59654908354713e-09,"RHEB"
"ENSG00000163661",9918.01910954256,2.23542097552309,0.333611404118386,6.70067314224614,2.07461621939269e-11,1.62798252034727e-09,"PTX3"
